Id,SalePrice
1461,111142.77726238433
1462,155676.50954694048
1463,173216.23833388256
1464,189655.08758366533
1465,203444.27749012102
1466,172701.81892289722
1467,183692.09837260013
1468,159670.6737578731
1469,198491.8450582377
1470,116021.0758373387
1471,189150.95393723866
1472,95880.52911576424
1473,96626.0735556482
1474,146329.8383067728
1475,107761.0719683266
1476,336029.5192780934
1477,248950.15629498442
1478,281716.86125892797
1479,280933.05846222915
1480,472745.1435464111
1481,315727.25894519594
1482,212438.21574817854
1483,167208.58238183995
1484,164574.34028671315
1485,193152.89798787568
1486,194379.1736955863
1487,314018.03781860275
1488,227778.7101120293
1489,185239.18335391508
1490,226465.7636479689
1491,196667.47090993996
1492,93214.75267341663
1493,195510.4880017087
1494,292610.7119998589
1495,287991.2563525295
1496,236618.21235606997
1497,186039.98805594808
1498,170902.2664322091
1499,159489.79265538737
1500,152998.61177153428
1501,184957.92643988083
1502,148375.64764910153
1503,283621.3598530938
1504,250837.01874176995
1505,224890.07768837162
1506,193206.05770761467
1507,252526.97212945143
1508,194366.39381203367
1509,161223.3109780701
1510,141058.87959382904
1511,152190.32502558082
1512,178040.11898120638
1513,156371.46780974735
1514,150755.9361484508
1515,181448.2637237341
1516,147839.29068576955
1517,169890.80435367775
1518,128680.24819112621
1519,215591.20111835265
1520,125847.50259308919
1521,123864.44445388939
1522,183884.4536474006
1523,112841.68294482442
1524,118327.94573276331
1525,115711.2799536356
1526,110699.96829756653
1527,111610.00954953104
1528,139533.60027032255
1529,153568.86214894932
1530,202277.794658994
1531,117668.33005297369
1532,97946.00114462666
1533,151367.07977291566
1534,126218.31456234894
1535,142187.71370735607
1536,102508.35498386133
1537,67787.61581597468
1538,149238.24103785967
1539,200285.0824328544
1540,93611.99507880566
1541,132575.54702318358
1542,141230.12194139312
1543,196080.00926279143
1544,90225.20205463178
1545,118436.6026633585
1546,133799.67430945227
1547,128489.04473660563
1548,142611.5974376212
1549,120052.83586186754
1550,131622.41587972722
1551,107160.61985517459
1552,143343.65333607176
1553,142943.71122798845
1554,121832.6589446166
1555,156240.52889786483
1556,84686.5984429385
1557,101037.98232039904
1558,91287.06473931616
1559,77340.22390894742
1560,134662.79491522547
1561,120495.48533891726
1562,129885.64551097453
1563,116791.66421987634
1564,162916.5479332228
1565,144024.37576322918
1566,243542.85141481966
1567,77471.82097085957
1568,238790.8284479514
1569,124828.01812419384
1570,140923.54559502783
1571,120438.3121189764
1572,144552.0238378085
1573,240014.88664611525
1574,127089.43643101784
1575,226726.00988486834
1576,252691.6057864434
1577,177238.96485403337
1578,145156.4480688581
1579,140591.55143278613
1580,197125.85181324277
1581,155146.96874498116
1582,127586.83154722714
1583,300662.98206192214
1584,224430.52576005494
1585,132945.28703637325
1586,70111.3654501773
1587,103714.74105873921
1588,156626.0080428825
1589,96800.31826789652
1590,135809.87451385823
1591,93716.08235537697
1592,111060.62230901537
1593,123276.7159587305
1594,122030.5755574953
1595,107762.71033444219
1596,229488.82353121976
1597,184431.69600549532
1598,233064.43097040028
1599,171609.37850104802
1600,167620.28915780399
1601,72845.56910144555
1602,109848.79324109823
1603,90404.19248693863
1604,264603.5696160776
1605,252229.5392344329
1606,166461.23814628547
1607,174241.8385495323
1608,210905.01419419
1609,178549.2088419662
1610,151616.01721081312
1611,136822.57427936044
1612,175045.10195970858
1613,166162.29585863985
1614,119610.71503065135
1615,91888.58215919546
1616,79957.91586178206
