"Id","SalePrice"
1461,121074.140094365
1462,154703.164331483
1463,182163.559273569
1464,197965.999740629
1465,190600.443208239
1466,172049.571387831
1467,173053.393732612
1468,168312.517541219
1469,178284.467185267
1470,126667.576498195
1471,177703.209525061
1472,102870.52071159
1473,103295.151800796
1474,143984.422253634
1475,115869.064022094
1476,351286.333186731
1477,239063.351045915
1478,293758.278408324
1479,292785.016987745
1480,500443.643126714
1481,320457.331446523
1482,214269.180323049
1483,175864.993611231
1484,169303.922066667
1485,190281.188551776
1486,196180.992026541
1487,329441.143506422
1488,224650.253305014
1489,189464.328144974
1490,235742.384599192
1491,194293.094407471
1492,92645.91176449
1493,179587.933160903
1494,285305.820677893
1495,275217.143964526
1496,228638.668805743
1497,171364.057995955
1498,177333.073168637
1499,167398.353679996
1500,164678.739793472
1501,177225.208536823
1502,157858.538987615
1503,264187.670740452
1504,240148.906515361
1505,224243.503776346
1506,185316.460862322
1507,239357.366497416
1508,195900.9765633
1509,151263.329836801
1510,150306.884442863
1511,157978.630008716
1512,173170.331008261
1513,138275.615675507
1514,151277.788362827
1515,182318.809555753
1516,149745.938626882
1517,163227.736508393
1518,135459.912098259
1519,207362.297887172
1520,136106.383886574
1521,134658.938702639
1522,168264.02084256
1523,117448.583156078
1524,114762.540351502
1525,120194.91652878
1526,114094.332441427
1527,108877.310779376
1528,124397.778473867
1529,150084.796667024
1530,192394.5744518
1531,130813.438793244
1532,92970.4284608347
1533,142520.857859826
1534,120178.113213847
1535,145149.952707767
1536,111932.649067521
1537,69356.848878551
1538,149098.930152712
1539,172726.633322313
1540,84960.314495434
1541,137494.722926604
1542,134862.699865779
1543,172357.123067071
1544,87814.9468707872
1545,112384.367558317
1546,137372.987706383
1547,135392.769743565
1548,126617.254358538
1549,123127.460747851
1550,138257.029914053
1551,103718.151204943
1552,140600.423339188
1553,134651.649115589
1554,124424.506410194
1555,167553.287884517
1556,89581.0840974223
1557,100018.034116222
1558,110234.24741888
1559,81433.152361732
1560,133640.317942856
1561,110251.87760134
1562,138133.2536861
1563,123588.72641273
1564,162535.642575229
1565,156088.307347071
1566,224211.408119611
1567,82959.913978615
1568,249560.220356508
1569,141531.887466554
1570,142873.734815541
1571,117354.536337169
1572,138263.84546504
1573,240803.544327643
1574,114751.395970346
1575,230643.086322065
1576,239968.890954081
1577,183351.298842466
1578,138980.299519547
1579,147912.503145489
1580,190689.436295288
1581,156230.183572302
1582,125838.020174178
1583,284018.381466281
1584,219485.316108823
1585,147114.930341426
1586,79831.4150179452
1587,111128.614865446
1588,151490.087851559
1589,100434.240604916
1590,131172.713667188
1591,98479.5473755835
1592,116483.001208618
1593,121920.906670175
1594,117965.389262588
1595,119272.686684574
1596,214057.356418636
1597,190368.032168628
1598,201011.873404939
1599,169265.509535888
1600,165663.378396498
1601,69785.3392900922
1602,117322.810167151
1603,71054.1059320446
1604,261991.097543972
1605,230218.024469206
1606,161666.368234555
1607,170414.077256352
1608,221764.468164713
1609,180836.339270575
1610,158999.718246538
1611,141944.649889325
1612,178576.187195348
