"Id","SalePrice"
1461,120897.181583332
1462,177135.197428638
1463,185028.301489412
1464,202558.49972946
1465,196579.579585397
1466,171387.916074008
1467,181448.469226035
1468,162286.629826178
1469,194062.780407503
1470,122951.87960435
1471,166029.283713388
1472,100267.148013773
1473,97856.3093458381
1474,147953.416183927
1475,123199.138531953
1476,364922.374159514
1477,253127.665659239
1478,307938.302735515
1479,291361.837903453
1480,556171.729411223
1481,328245.207499291
1482,210279.865525231
1483,174360.917344286
1484,164409.99568428
1485,181630.366356209
1486,187440.24166516
1487,344033.518769111
1488,223929.503458987
1489,195026.513385595
1490,244341.379801653
1491,191904.496345916
1492,92228.674549667
1493,170510.537740037
1494,283205.070540285
1495,287373.248340763
1496,231785.405549506
1497,178773.306916188
1498,187281.740168647
1499,168027.518579221
1500,159797.603261822
1501,174589.096479494
1502,147412.04076005
1503,416754.794490698
1504,245734.362133176
1505,231453.034535412
1506,187878.988259077
1507,254563.409573823
1508,200432.093341798
1509,152009.276304212
1510,147934.324876266
1511,168092.065496613
1512,177240.617477475
1513,140753.83542118
1514,161078.722272535
1515,187683.309641392
1516,149041.718084213
1517,162567.126658205
1518,129519.970973541
1519,212613.204639077
1520,129450.495942404
1521,133282.746639458
1522,169972.7848056
1523,119136.904819846
1524,123614.483532765
1525,120146.710952278
1526,111280.038476891
1527,108616.888827493
1528,128379.134344346
1529,161869.762386523
1530,208184.487797921
1531,115866.854327508
1532,89094.6526276665
1533,154026.856207256
1534,99983.6453114839
1535,143618.037625525
1536,107913.341855753
1537,68260.0236217267
1538,148959.218425599
1539,193928.358619167
1540,75943.2366291996
1541,145268.482875515
1542,150010.87207693
1543,186105.012007783
1544,84306.9251147946
1545,117446.80233006
1546,139624.907948942
1547,137247.727534554
1548,136552.110771277
1549,123784.185580673
1550,138269.98010011
1551,99053.8394159916
1552,142984.174210378
1553,138938.591884475
1554,124332.43622922
1555,161540.686863138
1556,80564.4306197983
1557,120117.496722457
1558,109025.757569265
1559,74867.9009851304
1560,125685.434432997
1561,126591.964793185
1562,137606.685898844
1563,123622.338198962
1564,162031.291731375
1565,151732.230427198
1566,239009.819902301
1567,80021.0018217953
1568,248558.860571584
1569,142878.087378209
1570,130865.761241631
1571,106741.576118559
1572,143157.783649579
1573,237866.674145896
1574,115419.855390542
1575,233952.886768837
1576,225709.716627521
1577,179910.170618141
1578,141307.880070036
1579,144201.308692727
1580,191090.992161673
1581,155447.022172227
1582,128014.271692281
1583,307047.584683886
1584,217444.584227443
1585,139110.591377156
1586,83820.4287011628
1587,112473.484529583
1588,148459.832345695
1589,103002.821428191
1590,128764.635032819
1591,93887.2929860513
1592,118483.921469654
1593,124194.727891004
1594,139128.162666549
1595,131448.749729182
1596,220331.685768245
1597,206955.693490408
1598,221378.989436213
1599,173393.008958592
1600,163290.839970727
1601,66714.3745963706
