Id,SalePrice
1461,112953.06433932163
1462,160128.64207429404
1463,174598.7327276614
1464,188938.0073198958
1465,204628.2999704191
1466,173940.6579154404
1467,181675.62064409748
1468,159952.84504575847
1469,196097.56984137758
1470,116181.55879299736
1471,183898.49608603862
1472,94806.22988348172
1473,96304.01906668245
1474,142673.2453336688
1475,105615.14441556501
1476,339456.8682776607
1477,254999.21541950695
1478,287116.58745053894
1479,291809.8377668233
1480,479574.7102906518
1481,313718.19128312904
1482,213039.8848573182
1483,167010.15755407192
1484,162867.7990413599
1485,191528.99220385478
1486,191315.33071007946
1487,317905.0812340844
1488,224970.45139037882
1489,185195.7331120025
1490,227056.2316207394
1491,195043.7030409735
1492,94193.12561832544
1493,191570.03995307733
1494,309687.2561646527
1495,287029.40736011346
1496,234170.15140531154
1497,184762.75481602462
1498,178354.1783336875
1499,159148.39235399882
1500,153745.1987237144
1501,184207.1514722127
1502,142418.97033122674
1503,302739.711822495
1504,250688.2270477065
1505,224079.14302759265
1506,192370.55713429052
1507,252880.29516805088
1508,195816.80854607403
1509,161459.32023668455
1510,142538.01294255056
1511,159593.97109585098
1512,174170.60342491625
1513,157352.55485834775
1514,160788.68898161277
1515,177883.80632383266
1516,147434.91951168203
1517,170092.8095844593
1518,129206.12317528046
1519,213711.17569067754
1520,126812.58693822361
1521,125131.20859772769
1522,184593.95104175547
1523,114730.2029704871
1524,117314.49739554267
1525,116448.36809387896
1526,114278.4801367232
1527,111677.54521595467
1528,135363.70075118472
1529,156630.96980762723
1530,200937.22899677005
1531,122299.83596697601
1532,98820.61573738715
1533,153399.8949147077
1534,122954.01721568096
1535,140349.39453781434
1536,101397.34511457021
1537,67785.52486649691
1538,150203.48162217936
1539,199771.44300531974
1540,88926.53110851729
1541,132389.61967596787
1542,143979.90396474293
1543,190568.4217033109
1544,88526.71971890141
1545,119320.11951446073
1546,137348.75405898422
1547,134648.01254264635
1548,145920.65398653853
1549,121778.28807432496
1550,134999.89964465227
1551,106146.67248517809
1552,149283.60358876645
1553,142890.08133082069
1554,122103.56608520223
1555,161664.15404528636
1556,85194.45143815798
1557,105530.9767920548
1558,90170.11572827982
1559,77505.15726733254
1560,140379.23109205498
1561,115443.33765748449
1562,130874.30562002976
1563,117813.74850731071
1564,161384.36759063153
1565,145512.69774589187
1566,243593.97191451717
1567,77068.86622208817
1568,242953.4310980828
1569,127122.18827171999
1570,135733.05679885365
1571,114020.23160009636
1572,141285.74696603348
1573,238302.68735140483
1574,129153.0491229964
1575,219707.35605455458
1576,240203.60439077925
1577,178252.2782528337
1578,139207.9086006222
1579,147024.71218762247
1580,198312.4359565637
1581,157212.62936207882
1582,128550.7315735988
1583,305828.02068308776
1584,224566.22272740462
1585,131670.37784705116
1586,71395.86456729587
1587,109254.27770370591
1588,154770.1884763972
1589,95639.16318638538
1590,132975.83730878573
1591,93983.27924567269
1592,112597.44881273869
1593,125908.73116359842
1594,128376.78888122304
1595,109155.08340024558
1596,230774.28941788283
1597,185092.40558530312
1598,230983.7192362397
1599,168320.80115846722
1600,166507.91085649005
1601,72267.15366217146
1602,109317.49602136742
1603,93174.29950514712
1604,271521.5822760098
1605,248492.7310895909
1606,164352.98306984364
1607,171268.958150131
1608,213254.961748997
1609,179551.27117996584
1610,152421.5034275776
1611,135929.04677808724
1612,175622.98544891825
1613,166896.06330124565
1614,116552.81587850419
1615,91047.76497914539
1616,78654.99829374565
1617,94989.91340361076
1618,129331.77112676411
1619,136532.07812150274
1620,167289.06146251553
1621,138643.50592821595
1622,146400.628444647
1623,274232.1705304805
1624,208945.98041086178
1625,109533.25653431728
1626,169198.66324502116
1627,184184.09371962672
1628,276993.82823632326
1629,186272.84279822756
1630,354292.26484199904
1631,248074.57436770038
1632,250130.70862932212
1633,180690.46935321
1634,182658.37275660114
1635,179062.77054128205
1636,149814.09158045464
1637,205023.66477648268
1638,187238.2308965284
1639,181017.4589322676
1640,236976.75223179333
1641,177221.07419530238
1642,243854.42365497057
1643,220547.69594119044
1644,232167.4035370288
1645,226716.5660776138
1646,153632.42228319988
1647,149211.12118564814
1648,128478.12428714873
1649,141266.91730067116
1650,115962.2518656627
1651,121145.08750790844
1652,98237.7850645497
1653,101213.10201463944
1654,147630.89292244674
1655,128654.93734082398
1656,139379.9911629979
1657,153596.87162104127
1658,146315.16619035357
1659,117555.88028301469
