Id,SalePrice
1461,125570.2
1462,155689.08
1463,184353.66
1464,190325.45
1465,200590.23
1466,174379.25
1467,173809.11
1468,170228.98
1469,180843.95
1470,118376.05
1471,195685.83
1472,93737.04
1473,101425.34
1474,151361.81
1475,122403.8
1476,369404.66
1477,260278.17
1478,272518.84
1479,261701.62
1480,453985.47
1481,340658.88
1482,197255.61
1483,175921.84
1484,170377.6
1485,178217.9
1486,198635.19
1487,398431.8
1488,236120.28
1489,210548.86
1490,201463.11
1491,192613.4
1492,96538.07
1493,191764.25
1494,293412.8
1495,292489.2
1496,231842.52
1497,183481.75
1498,161936.16
1499,159428.9
1500,156665.4
1501,170488.12
1502,147110.03
1503,283641.94
1504,240817.08
1505,221462.9
1506,181535.83
1507,244614.31
1508,189219.11
1509,163135.9
1510,144876.81
1511,145854.03
1512,165763.11
1513,150555.89
1514,159743.8
1515,203268.73
1516,151839.92
1517,160092.58
1518,125291.37
1519,219014.94
1520,132361.38
1521,138182.8
1522,162616.95
1523,117624.2
1524,126050.375
1525,124506.17
1526,117837.42
1527,107760.43
1528,127594.99
1529,152363.3
1530,179571.16
1531,109608.266
1532,96605.58
1533,143766.23
1534,125472.41
1535,155380.56
1536,111740.484
1537,62293.95
1538,155583.11
1539,196857.95
1540,100402.9
1541,144917.03
1542,134497.97
1543,223247.55
1544,65257.652
1545,107369.695
1546,121471.05
1547,142077.2
1548,133038.69
1549,114538.49
1550,138696.78
1551,104323.51
1552,131929.36
1553,153143.83
1554,115305.02
1555,156655.84
1556,81121.12
1557,110400.96
1558,88759.48
1559,91174.875
1560,138555.33
1561,127576.74
1562,126952.17
1563,116883.61
1564,164009.8
1565,151629.53
1566,218447.55
1567,69012.9
1568,236407.33
1569,123162.81
1570,135485.27
1571,114785.84
1572,145212.95
1573,239394.64
1574,117444.19
1575,204848.53
1576,221672.94
1577,198355.39
1578,138944.22
1579,141132.42
1580,190189.55
1581,141457.84
1582,123336.66
1583,326010.16
1584,227960.31
1585,139365.7
1586,72566.9
1587,104723.53
1588,153727.39
1589,105846.49
1590,138443.19
1591,101162.78
1592,113639.875
1593,122088.2
1594,143783.64
1595,105621.625
1596,221968.47
1597,166363.17
1598,196339.72
1599,168306.56
1600,171866.75
1601,68320.97
1602,112414.73
1603,101308.95
1604,274396.53
1605,247755.17
1606,166656.64
1607,164250.39
1608,208859.16
1609,190198.98
1610,153501.64
1611,143760.47
1612,168643.34
1613,156376.72
1614,123317.016
1615,90916.21
1616,77717.45
1617,93222.47
1618,124530.164
1619,136250.67
1620,156857.95
1621,134255.39
1622,150714.77
1623,280693.47
1624,202592.72
1625,110758.99
1626,159050.9
1627,183496.1
1628,271907.47
1629,178682.0
1630,359186.66
1631,208686.73
1632,242701.67
1633,168100.77
1634,182205.67
1635,182588.72
1636,151981.9
1637,174887.55
1638,188146.83
1639,172658.6
1640,266414.7
1641,168846.9
1642,219889.12
1643,223392.8
1644,223272.25
1645,180424.66
1646,155861.72
1647,150389.14
1648,133939.62
1649,139096.81
1650,115416.805
1651,119722.68
1652,94942.9
1653,100634.12
1654,150977.17
1655,147368.97
1656,147978.92
1657,151240.89
1658,150545.83
1659,126592.375
1660,149647.31
1661,446249.84
1662,416743.44
1663,381160.66
1664,415982.66
1665,315455.94
1666,323582.97
1667,392478.47
1668,351625.12
1669,280140.16
1670,359952.38
1671,275232.56
1672,459169.16
1673,295850.34
1674,244119.08
1675,188583.55
1676,189999.73
1677,219122.75
1678,446322.2
1679,395327.44
1680,342590.88
1681,244699.94
1682,288912.06
1683,173626.53
1684,175916.64
1685,175229.3
1686,172496.64
1687,170797.98
1688,187526.48
1689,192993.47
1690,188226.7
1691,176578.72
1692,271352.84
1693,171958.23
1694,186863.81
1695,166952.69
1696,266902.72
1697,170451.22
1698,403947.0
1699,356666.5
1700,236346.23
1701,271211.34
1702,254079.62
1703,253501.16
1704,303320.66
1705,213661.08
1706,405616.56
1707,221219.1
1708,211039.38
1709,270079.53
1710,227610.36
1711,239360.16
1712,247936.7
1713,275740.4
1714,222458.84
1715,203898.36
1716,185511.67
1717,173081.3
1718,132810.89
1719,206869.67
1720,250397.05
1721,159842.7
1722,119023.11
1723,155774.48
1724,224956.03
1725,239118.1
1726,189201.42
1727,168620.98
1728,179742.84
1729,165008.23
1730,151400.2
1731,119207.25
1732,126886.93
1733,107767.21
1734,115696.28
1735,134185.11
1736,116266.586
1737,358048.47
1738,224427.81
1739,304765.8
1740,221977.36
1741,195892.53
1742,170642.0
1743,171773.52
1744,322079.28
1745,222331.38
1746,172318.58
1747,209694.2
1748,240664.86
1749,156494.72
1750,128486.88
1751,246116.34
1752,113385.05
